INDUSTRY_NAME,franchise_name,city,space,investment,no_of_outlets
"Agents, Dealers & Distributors",Kent RO,"Noida, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
"Agents, Dealers & Distributors",Progress Profiles,"Asolo, Italy",500 - 750 Sq.ft,Rs. 30lakhs-40lakhs,800 - 1200
"Agents, Dealers & Distributors",RGIS Inventory Specialist,"Coleshill, United Kingdom",Less than 250 Sq.ft,Rs. 20lakhs-30lakhs,Less than 10
"Agents, Dealers & Distributors",Humi O+,"Rajkot, India",Less than 250 Sq.ft,Rs. 15Lakhs - 20Lakhs,No Franchisee
"Agents, Dealers & Distributors",The Spicy Tooth,"Mangalore, India",Less than 250 Sq.ft,Rs. 1Lakh - 2Lakh,10 - 20
"Agents, Dealers & Distributors",Devik Traders,"Ambala, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
"Agents, Dealers & Distributors",ATUL AUTO LTD,"Rajkot, India",1000 - 2000 Sq.ft,Rs. 40Lakhs- 50Lakhs,300 - 500
"Agents, Dealers & Distributors",Money Mahatva,"Delhi, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
"Agents, Dealers & Distributors",Shree Krishna Agency,"Ratangarh, India",250 - 500 Sq.ft,Rs. 40Lakhs- 50Lakhs,No Franchisee
"Agents, Dealers & Distributors",REOX,"Aurangabad, India",Less than 250 Sq.ft,Rs. 1 - 50000,80 - 160
"Agents, Dealers & Distributors",Radiant,"Delhi, India",2000 - 3000 Sq.ft,Rs. 50Lakhs - 75Lakhs,No Franchisee
"Agents, Dealers & Distributors",Oxybar,"Mysuru, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
"Agents, Dealers & Distributors",WISSEN AND ECOBILL,"Gorakhpur, India",500 - 750 Sq.ft,Rs. 2lakhs -5 lakhs,Less than 10
"Agents, Dealers & Distributors",Maisa Foods,"Hyderabad, India",Less than 250 Sq.ft,Rs. 50000 - 1Lakh,300 - 500
"Agents, Dealers & Distributors",Phoenix Industries,"Mumbai, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
"Agents, Dealers & Distributors",Philro Singapore,"Madurai, India",250 - 500 Sq.ft,Rs. No Investment,No Franchisee
"Agents, Dealers & Distributors",Sikkim Taxis Online,"Jalpaiguri, India",Less than 250 Sq.ft,Rs. 10Lakhs - 15Lakhs,10 - 20
"Agents, Dealers & Distributors",White Placard,"Ranchi, India",750 - 1000 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
"Agents, Dealers & Distributors",Comtech,"Kolkata, India",Less than 250 Sq.ft,Rs. 50000 - 1Lakh,No Franchisee
"Agents, Dealers & Distributors",Sree Bell,"East Godavari Dist., India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,80 - 160
"Agents, Dealers & Distributors",Realence,"Nurpur, India",1000 - 2000 Sq.ft,Rs. 50000 - 1Lakh,Less than 10
"Agents, Dealers & Distributors",Baapstore,"Chennai, India",Less than 250 Sq.ft,Rs. No Investment,Less than 10
"Agents, Dealers & Distributors",Dandy Collections,"Delhi, India",500 - 750 Sq.ft,Rs. 50Lakhs - 75Lakhs,No Franchisee
Preschool Franchise,The Poly Kids,"Dehradun, India",1000 - 2000 Sq.ft,Rs. 5lakhs-10lakhs,10 - 20
Preschool Franchise,Shrishti Education Group,"Jaipur, India",500 - 750 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Preschool Franchise,Info Kids School,"Noida, India",1000 - 2000 Sq.ft,Not Revealed,No Franchisee
Preschool Franchise,Dreamz Pre School,"Hyderabad, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Preschool Franchise,Joy-Ride,"Faridabad, India",2000 - 3000 Sq.ft,Rs. 10Lakhs - 15Lakhs,No Franchisee
Preschool Franchise,Little Planet Preschool,"Delhi, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
Preschool Franchise,Bachpan...a play school,"Delhi, India",1000 - 2000 Sq.ft,Rs. 5lakhs-10lakhs,500 - 800
Preschool Franchise,Tiny Cubs,"Pune, India",1000 - 2000 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Preschool Franchise,Bear Hug Global Pre-School,"Hyderabad, India",2000 - 3000 Sq.ft,Rs. 10Lakhs - 15Lakhs,Less than 10
Preschool Franchise,Divine Rhythm Preschool,"Panvel, India",1000 - 2000 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Preschool Franchise,Precious Kids Preschool,"Mumbai, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Preschool Franchise,Little Orchids International Pre-School,"Bengaluru, India",1000 - 2000 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Preschool Franchise,T.I.M.E. Kids,"Secunderabad, India",2000 - 3000 Sq.ft,Rs. 5lakhs-10lakhs,40 - 80
Preschool Franchise,Kids Gurukulam Preschool,"Mumbai, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,Less than 10
Preschool Franchise,Dreamz...a school with difference,"Hyderabad, India",1000 - 2000 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Preschool Franchise,Dolphins,"Jaipur, India",3000 - 5000 Sq.ft,Rs. 5lakhs-10lakhs,10 - 20
Preschool Franchise,Bubblesmontessori pre school,"Ludhiana, India",1000 - 2000 Sq.ft,Rs. 2lakhs -5 lakhs,20 - 40
Preschool Franchise,Kids Campus,"Bengaluru, India",750 - 1000 Sq.ft,Rs. 10Lakhs - 15Lakhs,No Franchisee
Preschool Franchise,Wiztarapreschool,"Vaishali, India",,,
Preschool Franchise,Brainworks Preschools,"Mumbai, India",1000 - 2000 Sq.ft,Rs. 5lakhs-10lakhs,40 - 80
Preschool Franchise,Bravo Kids,"Morbi, India",,,
Preschool Franchise,Sweet Angels Preschool,"Siliguri, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Preschool Franchise,Pinnacle Kids,"Delhi, India",2000 - 3000 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Preschool Franchise,Oi Playschool,"Hyderabad, India",3000 - 5000 Sq.ft,Rs. 10Lakhs - 15Lakhs,40 - 80
Preschool Franchise,Little Sprouts Education Developmen,"Bhilai, India",1000 - 2000 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Preschool Franchise,Ragersville,"Gurgaon, India",3000 - 5000 Sq.ft,Rs. 10Lakhs - 15Lakhs,10 - 20
Preschool Franchise,Apple Kids,"Salem, India",1000 - 2000 Sq.ft,Rs. 2lakhs -5 lakhs,80 - 160
Preschool Franchise,Compucom Pre School,"Jaipur, India",1000 - 2000 Sq.ft,Rs. 1Lakh - 2Lakh,10 - 20
Preschool Franchise,"Caterpillar&amp;#039;s Pre-School, Day ca","Mumbai, India",500 - 750 Sq.ft,Rs. 1Lakh - 2Lakh,Less than 10
Preschool Franchise,Esperanza,"Hyderabad, India",3000 - 5000 Sq.ft,Rs. 10Lakhs - 15Lakhs,10 - 20
Preschool Franchise,Dadimaa Play School,"Delhi, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
Preschool Franchise,Rainbow Preschool International,"Thane, India",1000 - 2000 Sq.ft,Rs. 5lakhs-10lakhs,10 - 20
Preschool Franchise,Sanfort,"Ghaziabad, India",1000 - 2000 Sq.ft,Rs. 5lakhs-10lakhs,160 - 300
Preschool Franchise,Brats n Cuties,"Delhi, India",Greater than 5000 Sq.ft,Rs. 5lakhs-10lakhs,10 - 20
Preschool Franchise,Little Planet,"Delhi, India",1000 - 2000 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Preschool Franchise,Smart Kidz Play School,"Secunderabad, India",2000 - 3000 Sq.ft,Rs. 5lakhs-10lakhs,160 - 300
Preschool Franchise,Balloon Kids Pre School and Activity Center,"Thane, India",750 - 1000 Sq.ft,Rs. 2lakhs -5 lakhs,Less than 10
Preschool Franchise,Genius Kidz,"Bengaluru, India",250 - 500 Sq.ft,Rs. 50000 - 1Lakh,No Franchisee
Preschool Franchise,Kidz Kampus Montessori,"Bengaluru, India",1000 - 2000 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Preschool Franchise,Euro Kids,"Mumbai, India",1000 - 2000 Sq.ft,Rs. 10Lakhs - 15Lakhs,Greater than 1200
Preschool Franchise,PandaKids,"Pune, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Preschool Franchise,Jigyaasa International Preschool,"Patna, India",,,
Preschool Franchise,Springles,"Patiala, India",Less than 250 Sq.ft,Rs. 15Lakhs - 20Lakhs,No Franchisee
Preschool Franchise,ALPS,"Chennai, India",Less than 250 Sq.ft,Not Revealed,No Franchisee
Preschool Franchise,TENDER MOMENTS,"Bengaluru, India",,,
Preschool Franchise,Teeny Beans,"Kolkata, India",1000 - 2000 Sq.ft,Rs. 2lakhs -5 lakhs,10 - 20
Preschool Franchise,Kinderstars,"Jaipur, India",1000 - 2000 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Preschool Franchise,Twinkling Star,"Noida, India",,,
Preschool Franchise,Brainworks,"Mumbai, India",1000 - 2000 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Preschool Franchise,Kinder Care,"Gurgaon, India",1000 - 2000 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Preschool Franchise,KidzKampusMontessori,"Bengaluru, India",,,
Preschool Franchise,Allude Preschool,"Noida, India",,,
Preschool Franchise,Sesame School House,"Delhi, India",2000 - 3000 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Preschool Franchise,BAMBINO INTERNATIONAL,"Thiruvananthapuram, India",2000 - 3000 Sq.ft,Rs. 15Lakhs - 20Lakhs,10 - 20
Preschool Franchise,Kanchana Paati - My Grandmas Place,"Chennai, India",500 - 750 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Preschool Franchise,I Play I Learn,"Mumbai, India",1000 - 2000 Sq.ft,Rs. 10Lakhs - 15Lakhs,No Franchisee
Preschool Franchise,Aloha Kinderstart,"Chennai, India",1000 - 2000 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Preschool Franchise,ShishuPuram,"Indore, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Preschool Franchise,Aero Kids,"Thanthoni, India",750 - 1000 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Preschool Franchise,Jumbo Kids,"Mumbai, India",2000 - 3000 Sq.ft,Rs. 5lakhs-10lakhs,40 - 80
Preschool Franchise,Teenybeans,"Kolkata, India",,,
Preschool Franchise,Rising Stars Day Care Activity Cent,"Pune, India",2000 - 3000 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Preschool Franchise,Sesame Street Preschool,"Delhi, India",1000 - 2000 Sq.ft,Rs. 10Lakhs - 15Lakhs,No Franchisee
Preschool Franchise,Pugmarks,"Delhi, India",1000 - 2000 Sq.ft,Rs. 5lakhs-10lakhs,10 - 20
Preschool Franchise,First Guide Kidz,"Bengaluru, India",1000 - 2000 Sq.ft,Rs. 5lakhs-10lakhs,10 - 20
Preschool Franchise,Sparkle Academy,"Mumbai, India",1000 - 2000 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Preschool Franchise,Shanti Juniors,"Ahmedabad, India",3000 - 5000 Sq.ft,Rs. 5lakhs-10lakhs,300 - 500
Preschool Franchise,T.I.M.E Kids Pvt Ltd,"Secunderabad, India",1000 - 2000 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Preschool Franchise,Smart School Junior,"Delhi, India",1000 - 2000 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Preschool Franchise,Aadyant Education,"Delhi, India",Greater than 5000 Sq.ft,Rs. 10Lakhs - 15Lakhs,No Franchisee
Preschool Franchise,Kangaroo Kids Pre School,"Mumbai, India",2000 - 3000 Sq.ft,Rs. Above 10Crore,40 - 80
Preschool Franchise,Rising Stars Daycare Activity Centre,"Pune, India",Less than 250 Sq.ft,Rs. 50000 - 1Lakh,No Franchisee
Preschool Franchise,Olympus Kidz,"Dehradun, India",3000 - 5000 Sq.ft,Rs. 15Lakhs - 20Lakhs,Less than 10
Preschool Franchise,Future Indians,"Pune, India",2000 - 3000 Sq.ft,Rs. 20lakhs-30lakhs,No Franchisee
Preschool Franchise,ZICA Kidzee,"Mumbai, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
Preschool Franchise,HulaHoop,"Mumbai, India",1000 - 2000 Sq.ft,Rs. 10Lakhs - 15Lakhs,No Franchisee
Preschool Franchise,St. Xavier&amp;amp;#039;s Kidcare,"Bhubaneswar, India",Less than 250 Sq.ft,Rs. 1Lakh - 2Lakh,No Franchisee
Preschool Franchise,Vertex Kids,"Pune, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Preschool Franchise,Planet Kids,"Bengaluru, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Preschool Franchise,Hello Kids,"Bengaluru, India",1000 - 2000 Sq.ft,Rs. 2lakhs -5 lakhs,160 - 300
Preschool Franchise,Kidz Gurukul,"Delhi, India",2000 - 3000 Sq.ft,Rs. 5lakhs-10lakhs,10 - 20
Preschool Franchise,Lullaby Kids Preschool,"Bengaluru, India",1000 - 2000 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Preschool Franchise,Rosemount International Preschool,"Bengaluru, India",2000 - 3000 Sq.ft,Rs. 5lakhs-10lakhs,20 - 40
Preschool Franchise,Maple bear,"Delhi, India",3000 - 5000 Sq.ft,Rs. 10Lakhs - 15Lakhs,80 - 160
Preschool Franchise,Gurukul Pre School,"Delhi, India",1000 - 2000 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Preschool Franchise,Roots to Wings,"Mumbai, India",1000 - 2000 Sq.ft,Rs. 5lakhs-10lakhs,160 - 300
Preschool Franchise,Nurture International Preschool,"Lucknow, India",Greater than 5000 Sq.ft,Rs. 2lakhs -5 lakhs,Less than 10
Preschool Franchise,Shiny Pearl,"Pune, India",1000 - 2000 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Preschool Franchise,Helen&amp;amp;amp;amp;#039;o &amp;amp,"Secunderabad, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
Preschool Franchise,Starkids,"Kolkata, India",1000 - 2000 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Preschool Franchise,Rangoli Preschool,"Gandhinagar, India",1000 - 2000 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Preschool Franchise,Rio Preschool,"Bengaluru, India",1000 - 2000 Sq.ft,Rs. 2lakhs -5 lakhs,Less than 10
Preschool Franchise,Junior Kidz,"Mumbai, India",1000 - 2000 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Preschool Franchise,Blossoms Schools,"Gurgaon, India",1000 - 2000 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Preschool Franchise,Kinder Scholars International Pre-school,"Chennai, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,10 - 20
Preschool Franchise,Kids Planet - A Unique Pre School For Kids,"Delhi, India",1000 - 2000 Sq.ft,Rs. 10Lakhs - 15Lakhs,Less than 10
Preschool Franchise,Kids Gurukul,"Jalgaon, India",Less than 250 Sq.ft,Rs. 1Lakh - 2Lakh,No Franchisee
Preschool Franchise,FasTracKids,", India",1000 - 2000 Sq.ft,Rs. 50Lakhs - 75Lakhs,No Franchisee
Preschool Franchise,Beehive Preschools,"Mumbai, India",1000 - 2000 Sq.ft,Rs. 5lakhs-10lakhs,10 - 20
Preschool Franchise,Apples n Cherries Preschools,"Bengaluru, India",2000 - 3000 Sq.ft,Rs. 10Lakhs - 15Lakhs,No Franchisee
Preschool Franchise,The Learning House,"Mumbai, India",500 - 750 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Preschool Franchise,Happy Kids Global Preschool,"Chennai, India",1000 - 2000 Sq.ft,Rs. 2lakhs -5 lakhs,Less than 10
Preschool Franchise,Mother's Pride,"Delhi, India",Greater than 5000 Sq.ft,Rs. 75Lakhs - 1Crore,20 - 40
Preschool Franchise,Humpty Dumpty,"Bengaluru, India",750 - 1000 Sq.ft,Rs. 5lakhs-10lakhs,160 - 300
Preschool Franchise,Little Einsteins,", India",1000 - 2000 Sq.ft,Rs. 2lakhs -5 lakhs,10 - 20
Beverage Franchise,Cofftee,"Mumbai, India",500 - 750 Sq.ft,Rs. 2lakhs -5 lakhs,10 - 20
Beverage Franchise,Shake Busters,"Gurgaon, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Beverage Franchise,Cafe Buddys,"Noida, India",500 - 750 Sq.ft,Rs. 10Lakhs - 15Lakhs,No Franchisee
Beverage Franchise,ChaiJoy,"Hyderabad, India",500 - 750 Sq.ft,Rs. 2lakhs -5 lakhs,40 - 80
Beverage Franchise,Way 2 Coffee,"Bhilwara, India",1000 - 2000 Sq.ft,Rs. 20lakhs-30lakhs,Less than 10
Beverage Franchise,Chennai Kulfi,"Chennai, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,80 - 160
Beverage Franchise,Tea Trails,"Mumbai, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Beverage Franchise,Chai Ho Jaye,"Bhopal, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Beverage Franchise,Samocha  Stories Around Chai,"Kanpur, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Beverage Franchise,Freak Shake Bro,"Hyderabad, India",250 - 500 Sq.ft,Rs. 15Lakhs - 20Lakhs,Less than 10
Beverage Franchise,Chaiops,"Delhi, India",250 - 500 Sq.ft,Rs. 15Lakhs - 20Lakhs,80 - 160
Beverage Franchise,FRESSPESSO,"Vapi, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
Beverage Franchise,Kadak Special,"Pune, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,40 - 80
Beverage Franchise,Yelneer Katte,"Bengaluru, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Beverage Franchise,LIIPZON,"Chennai, India",500 - 750 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Beverage Franchise,Salgar Amruttlya Chaha,"Kolhapur, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,300 - 500
Beverage Franchise,MHARO MARWAR JUNCTION,"Mumbai, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Beverage Franchise,DessiCuppa,"Hyderabad, India",250 - 500 Sq.ft,Rs. 10Lakhs - 15Lakhs,160 - 300
Beverage Franchise,Spacesip,"Jaipur, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
Beverage Franchise,Jus Booster,"Edmonton, Canada",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Beverage Franchise,CAFE ESPERANO,"Mumbai, India",500 - 750 Sq.ft,Rs. 15Lakhs - 20Lakhs,Less than 10
Beverage Franchise,Shake N Soda,"Ghaziabad, India",Less than 250 Sq.ft,Rs. 1Lakh - 2Lakh,20 - 40
Beverage Franchise,Just Tea,"Chennai, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Beverage Franchise,Chai Tapri,"Nashik, India",750 - 1000 Sq.ft,Rs. 20lakhs-30lakhs,20 - 40
Beverage Franchise,Mast Banarasipaan,"Noida, India",500 - 750 Sq.ft,Rs. 2lakhs -5 lakhs,80 - 160
Beverage Franchise,Pocket Saver Card,"Rajkot, India",Less than 250 Sq.ft,Rs. No Investment,Less than 10
Beverage Franchise,Yewale Amruttulya,"Pune, India",250 - 500 Sq.ft,Rs. 10Lakhs - 15Lakhs,300 - 500
Beverage Franchise,BEAN HERE,"Allahabad, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Beverage Franchise,Cuteaing,"Mumbai, India",Less than 250 Sq.ft,Rs. 50000 - 1Lakh,No Franchisee
Beverage Franchise,Tendercoco,"Bengaluru, India",Less than 250 Sq.ft,Rs. 1 - 50000,Less than 10
Beverage Franchise,Cafe OTB,"Gurgaon, India",1000 - 2000 Sq.ft,Rs. 50Lakhs - 75Lakhs,No Franchisee
Beverage Franchise,Aquaguard,"Mumbai, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
Beverage Franchise,Dlecta Cafe,"Mumbai, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,10 - 20
Beverage Franchise,Chatar Patar,"Indore, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,40 - 80
Beverage Franchise,Cha Wala,"Kanchrapara, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Beverage Franchise,Dessert Junction,"Mumbai, India",Less than 250 Sq.ft,Rs. 15Lakhs - 20Lakhs,Less than 10
Beverage Franchise,Mocha,"Mumbai, India",1000 - 2000 Sq.ft,Not Revealed,No Franchisee
Beverage Franchise,Tea Time,"Hyderabad, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,Greater than 1200
Beverage Franchise,Cafe OZ,"Delhi, India",750 - 1000 Sq.ft,Rs. 75Lakhs - 1Crore,No Franchisee
Beverage Franchise,Lassi Bae,"Chennai, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,20 - 40
Beverage Franchise,Cream Shakes,"Hyderabad, India",250 - 500 Sq.ft,Rs. 10Lakhs - 15Lakhs,Less than 10
Beverage Franchise,Deccan Cafe,"Hyderabad, India",Less than 250 Sq.ft,Rs. 50000 - 1Lakh,Less than 10
Beverage Franchise,Costa Coffee,"Faridabad, India",1000 - 2000 Sq.ft,Rs. 30lakhs-40lakhs,No Franchisee
Beverage Franchise,Tea Tales,"Pondicherry, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,Less than 10
Beverage Franchise,The Tea Cottage,"Palghar, India",250 - 500 Sq.ft,Rs. 10Lakhs - 15Lakhs,No Franchisee
Beverage Franchise,Chuski,"Rajkot, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
Beverage Franchise,Brewers The Coffee Bar,"Vadodara, India",500 - 750 Sq.ft,Rs. 15Lakhs - 20Lakhs,10 - 20
Beverage Franchise,Grreen6,"Bengaluru, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
Beverage Franchise,Kumbakonam Filter Coffee,"Chennai, India",250 - 500 Sq.ft,Rs. 2lakhs -5 lakhs,Less than 10
Beverage Franchise,Chai Villa,"Nagpur, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,Less than 10
Beverage Franchise,Coffee N U,"Mumbai, India",750 - 1000 Sq.ft,Rs. No Investment,No Franchisee
Beverage Franchise,Chai Durbar,"Sidhi, India",250 - 500 Sq.ft,Rs. 2lakhs -5 lakhs,Less than 10
Beverage Franchise,Cafe Greenleaf,"Mumbai, India",250 - 500 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Beverage Franchise,Kulhad Rani,"Bhilwara, India",250 - 500 Sq.ft,Rs. 10Lakhs - 15Lakhs,Less than 10
Beverage Franchise,Coffee Culture,"Surat, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
Beverage Franchise,UniqueBrew,"Ahmedabad, India",500 - 750 Sq.ft,Rs. 10Lakhs - 15Lakhs,No Franchisee
Beverage Franchise,Milkie Mustache,"Chennai, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Beverage Franchise,Chai Chuski Bar,"Indore, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Beverage Franchise,Suruchi,"Jalgaon, India",250 - 500 Sq.ft,Rs. 10Lakhs - 15Lakhs,Less than 10
Beverage Franchise,Chaiwala Tefé,"Bhopal, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,No Franchisee
Beverage Franchise,Harman Chahawala,"Pune, India",Less than 250 Sq.ft,Rs. 1 - 50000,300 - 500
Beverage Franchise,Cleanse High,"Hyderabad, India",2000 - 3000 Sq.ft,Rs. 30lakhs-40lakhs,No Franchisee
Beverage Franchise,Gloria Jeans Coffee,"Bengaluru, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
Beverage Franchise,MEKENTERS,"Surat, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Beverage Franchise,Scossa,"Chandigarh, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,10 - 20
Beverage Franchise,Crystall Aquaa,"Chhindwara, India",750 - 1000 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Beverage Franchise,Theka Coffee,"Ahmedabad, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,80 - 160
Beverage Franchise,Tea Idiots,"Mumbai, India",Less than 250 Sq.ft,Rs. 2lakhs -5 lakhs,Less than 10
Beverage Franchise,Drink Your Selfie,"Pune, India",250 - 500 Sq.ft,Rs. 15Lakhs - 20Lakhs,Less than 10
Beverage Franchise,Coffee Day Xpress,"Bengaluru, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
Beverage Franchise,Chai Shai Bar,"Jabalpur, India",250 - 500 Sq.ft,Rs. 15Lakhs - 20Lakhs,10 - 20
Beverage Franchise,Chennapatnam Filter Coffee,"Vijayawada, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,80 - 160
Beverage Franchise,Kafe Castle,"Pune, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,No Franchisee
Beverage Franchise,Cafe Espresso,"Ahmedabad, India",750 - 1000 Sq.ft,Rs. 10Lakhs - 15Lakhs,No Franchisee
Beverage Franchise,So Cheesy,"Jaipur, India",500 - 750 Sq.ft,Rs. 15Lakhs - 20Lakhs,Less than 10
Beverage Franchise,Chia La  Tandoor Chai,"Pune, India",250 - 500 Sq.ft,Rs. 2lakhs -5 lakhs,10 - 20
Beverage Franchise,Sarpanch Chaha,"Pune, India",500 - 750 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Beverage Franchise,Teaniru,"Coimbatore, India",Less than 250 Sq.ft,Rs. 1 - 50000,No Franchisee
Beverage Franchise,Chai Nagri,"Chandigarh, India",250 - 500 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Beverage Franchise,BEONTEA,", India",Less than 250 Sq.ft,Rs. 1Lakh - 2Lakh,20 - 40
Beverage Franchise,V Royal Alkaline Primeum Water Bottle,"Bikaner, India",750 - 1000 Sq.ft,Rs. 2lakhs -5 lakhs,Less than 10
Beverage Franchise,MADRAS PREMIUM COFFEE,"Vijayawada, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,40 - 80
Beverage Franchise,Anna Chai,"Hyderabad, India",250 - 500 Sq.ft,Rs. 1Lakh - 2Lakh,10 - 20
Beverage Franchise,THE STUDS SPORTS BAR AND GRILL,"Mumbai, India",2000 - 3000 Sq.ft,Rs. 1crore-2crore,Less than 10
Beverage Franchise,TEAGO,"Bengaluru, India",Less than 250 Sq.ft,Rs. 5lakhs-10lakhs,Less than 10
Beverage Franchise,Cafe Chocolicious,"Pune, India",Less than 250 Sq.ft,Rs. No Investment,No Franchisee
